rma_id,customer,model,sn,dealer,type_s,tr_date,quotation_date,confirm_date,repair_note,status,p_status,p_score,return_date
FMSV2023100026,Hai Ha District Medical Center,EC-530FL,3C654K004,,Ống soi đại tràng,2023-10-27,,,End: 27-Oct.Start: 27-Oct.,Completed repair,Hoàn tất sửa chữa,7.0,
FMSV2023100027,Vietnam – Cuba Donghoi Friendship Hospital,EG-530WR,2G361K547,Promed,Ống soi dạ dày,2023-10-23,,,,Under inspection,Đang Kiểm Tra,1.0,
FMSV2023100028,"Nguyen Gia Pharma International Trading Co., Ltd",EG-600WR,7G391K045,,Ống soi dạ dày,2023-10-25,,,,Under inspection,Đang Kiểm Tra,1.0,
FMSV2023100029,Hai Hau General Hospital,EG-530WR,4G361K130,,Ống soi dạ dày,2023-10-23,,,,Under inspection,Đang Kiểm Tra,1.0,
FMSV2023100030,Viet Nhat Clinic 3 - Dr.Giang'S Clinic,EG-530UR2,RU039A048,,Ống soi siêu âm,2023-10-31,,,End: 31-Oct.,Completed repair,Hoàn tất sửa chữa,7.0,
FMSV2023100031,National Lung Hospital,EB-530T,1B084K400,,Ống soi khí phế quản,2023-10-27,,,,Under inspection,Đang Kiểm Tra,1.0,
FMSV2023100032,Viet Duc Hospital,EC-760R-V/I,8C728K200,,Ống soi đại tràng,2023-10-26,,,End: 26-Oct.,Completed repair,Hoàn tất sửa chữa,7.0,
FMSV2023100033,Viet Duc Hospital,EC-760R-V/I,8C728K201,,Ống soi đại tràng,2023-10-26,,,End: 26-Oct.,Completed repair,Hoàn tất sửa chữa,7.0,
FMSV2023100034,Viet Duc Hospital,EG-760R,LG402K137,,Ống soi dạ dày,2023-10-26,,,End: 26-Oct.,Completed repair,Hoàn tất sửa chữa,7.0,
FMSV2023100035,HCAP asset,EC-600WL,1C692K065,,Ống soi đại tràng,,,,End: 26-Oct.,Completed repair,Hoàn tất sửa chữa,7.0,
FMSV2023100036,Ha Tinh City General Hospital,VP-4450HD,2V567K691,,Bộ Xử lý,2023-10-30,,,,LP/Under inspection,Đang Kiểm Tra,1.0,
FMSV2023100037,"FUJIFILM Vietnam Co., Ltd.",ED-580XT,3D127K095,,Ống soi mật tụy,,,,End: .Start: 26-Oct.,Completed repair,Hoàn tất sửa chữa,7.0,
FMSV2023100038,"FUJIFILM Vietnam Co., Ltd.",EC-760R-V/I,1C728K139,,Ống soi đại tràng,2023-10-27,,,,Under inspection,Đang Kiểm Tra,1.0,
FMSV2023100039,Bernard Clinic,EG-760Z,6G403K047,Thanh An,Ống soi dạ dày,2023-11-06,,,,Received,Đã Nhận,0.0,
FMSV2023020067,Hanoi Medical University Hospital,VP-4450HD,2V567K684,Trang Thi,Bộ Xử lý,2023-03-02,,,End: 01-Nov.,LP/Completed repair,Hoàn tất sửa chữa,7.0,
FMSV2023030079,DONG TRIEU GENERAL HOSPITAL,VP-4450HD,2V567K740,,Bộ Xử lý,2023-04-04,,,,LP/Parts Selection,,,
FMSV2023040070,"FUJIFILM Vietnam Co., Ltd.",EG-590WR,2G348K408,,Ống soi dạ dày,2023-05-18,,,,Parts Selection,Linh kiện đầy đủ,4.0,
FMSV2023050045L,"FUJIFILM Vietnam Co., Ltd.",EC-530WI,4C591A001,,Ống soi đại tràng,2023-07-04,,,,Parts Selection,Linh kiện đầy đủ,4.0,
FMSV2023050072,"FUJIFILM Vietnam Co., Ltd.",EG-600WR,1G391K564,,Ống soi dạ dày,2023-06-02,,,,Parts Selection,Linh kiện đầy đủ,4.0,
FMSV2023060068,"FUJIFILM Vietnam Co., Ltd.",EG-530WR,5G361K065,,Ống soi dạ dày,2023-06-30,,,,Parts Selection,Linh kiện đầy đủ,4.0,
FMSV2023070056,"FUJIFILM Vietnam Co., Ltd.",EG-530WR,2G361K131,,Ống soi dạ dày,2023-07-21,,,,Parts Selection,Linh kiện đầy đủ,4.0,
FMSV2023070057,MEKONG HIGH TECH JOINT STOCK COMPANY,EG-720R,5G412K189,,Ống soi dạ dày,2023-07-25,,,End: 01-Nov.,Completed repair,Hoàn tất sửa chữa,7.0,
FMSV2023070059,Hanoi Medical University Hospital,EC-600WI,5C692K024,Trang Thi,Ống soi đại tràng,2023-07-25,,,End: 01-Nov.,Completed repair,Hoàn tất sửa chữa,7.0,
FMSV2023070077,"FUJIFILM Vietnam Co., Ltd.",EG-600WR,1G391K315,,Ống soi dạ dày,2023-08-02,,,,Authorization,Chuẩn bị sửa,5.0,
FMSV2023080004,Phu Tho General Hospital,EC-530WL3,KC643K011,,Ống soi đại tràng,2023-08-08,,,End: .,Completed repair,Hoàn tất sửa chữa,7.0,
FMSV2023080025,Hanoi Medical University Hospital,EC-600WI,5C692K031,Trang Thi,Ống soi đại tràng,2023-08-10,,,End: .,Completed repair,Hoàn tất sửa chữa,7.0,
FMSV2023080036,"FUJIFILM Vietnam Co., Ltd.",EG-760R,6G402K254,,Ống soi dạ dày,2023-08-18,,,End: .,Completed repair,Hoàn tất sửa chữa,7.0,
FMSV2023080073,Bach Mai Hospital,EG-600WR,8G391K370,Trang Thi,Ống soi dạ dày,2023-08-25,,,End: .,Completed repair,Hoàn tất sửa chữa,7.0,
FMSV2023080080,Bach Mai Hospital,EC-600WI,6C692K201,Trang Thi,Ống soi đại tràng,2023-08-23,,,End: .,Completed repair,Hoàn tất sửa chữa,7.0,
FMSV2023080098,HCAP asset,EC-600WI,1C692K655,,Ống soi đại tràng,2023-08-30,,,End: .,Completed repair,Hoàn tất sửa chữa,7.0,
FMSV2023090008,Hanoi Medical University Hospital,VP-4450HD,3V567K003,Trang Thi,Bộ Xử lý,2023-09-07,,,End: .,LP/Completed repair,Hoàn tất sửa chữa,7.0,
FMSV2023090023,Hoa Binh General Hospital,EC-720R/I,5C741K266,,Ống soi đại tràng,2023-09-13,,,End: .,Completed repair,Hoàn tất sửa chữa,7.0,
FMSV2023090051,Bach Mai Hospital,EG-600WR,8G391K433,Trang Thi,Ống soi dạ dày,2023-09-28,,,End: .,Completed repair,Hoàn tất sửa chữa,7.0,
FMSV2023090053,Bach Mai Hospital,EG-600WR,KG391K535,Trang Thi,Ống soi dạ dày,2023-09-25,,,End: .,Completed repair,Hoàn tất sửa chữa,7.0,
FMSV2023090059,Hung Viet Cancer Hospital,EG-760Z,8G403K185,,Ống soi dạ dày,2023-09-29,,,Start: .,Under inspection,Đang Kiểm Tra,1.0,
FMSV2023090066,"FUJIFILM Vietnam Co., Ltd.",EG-760R,1G402K223,,Ống soi dạ dày,2023-09-29,,,,Under inspection,Đang Kiểm Tra,1.0,
FMSV2023090150,Vinmec Times City International Hospital,EG-760Z,2G403K153,,Ống soi dạ dày,2023-09-29,,,,Under inspection,Đang Kiểm Tra,1.0,
FMSV2023100005,Buon Ma Thuot Medical University Hospital,EC-720R/I,3C741K158,,Ống soi đại tràng,2023-10-04,,,End: .,Completed repair,Hoàn tất sửa chữa,7.0,
FMSV2023100041,Vinh Duc General Hospital,EC-530WL3,JG643K005,,Ống soi đại tràng,2023-11-02,,,,Under inspection,Đang Kiểm Tra,1.0,
FMSV2023100042,Thai Binh Hospital,EG-530WR,LG361K352,Promed,Ống soi dạ dày,2023-11-02,,,Start: .,Under repair,Đang sửa chữa,6.0,
FMSV2023110002,Minh Duc Hospital,EX-1,20838111,,,2023-11-06,,,Start: .,Under inspection,Đang Kiểm Tra,1.0,
FMSV2023110003,"FUJIFILM Vietnam Co., Ltd.",EG-530WR,4G361K141,,Ống soi dạ dày,2023-11-06,,,QC passed: . ,Transfer to sale team,Chờ xác nhận (quá 3 tháng),9.0,
FMSV2023110004,FTYO - Loaner Asset,ED-530XT8,3D103L050,,Ống soi mật tụy,,,,Start: .,Under inspection,Đang Kiểm Tra,1.0,
FMSV2023110005,Hoang Long Clinic,EG-760R,1G402K296,Trang Thi,Ống soi dạ dày,2023-11-02,,,,Received,Đã Nhận,0.0,
FMSV2023110006,Hoang Long Clinic,EC-760R-V/I,1C728K173,Trang Thi,Ống soi đại tràng,,,,,Received,Đã Nhận,0.0,
FMSV2023110007,HCAP asset,EC-600WL,1C692K065,,Ống soi đại tràng,2023-11-06,,,,Received,Đã Nhận,0.0,
FMSV2023110008,Hung Viet Cancer Hospital,EC-760ZP-V/M,8C730K015,,Ống soi đại tràng,,,,,Received,Đã Nhận,0.0,
FMSV2023110009,Hoang Long Clinic,VP-4450HD,1V567K251,Trang Thi,Bộ Xử lý,,,,,LP/Received,Đã Nhận,0.0,
FMSV2023110010,"FUJIFILM Vietnam Co., Ltd.",EC-600ZW/M,1C694K023,,Ống soi đại tràng,,,,,Under inspection,Đang Kiểm Tra,1.0,
FMSV2023110011,Tam Anh General Hospital,EC-760ZP-V/M,8C730K003,,Ống soi đại tràng,,,,,Under inspection,Đang Kiểm Tra,1.0,
FMSV2023110012,Etc Company,EC-530WL3,2C643K211,,Ống soi đại tràng,,,,,Under inspection,Đang Kiểm Tra,1.0,
FMSV2023110013,Vietnam – Cuba Donghoi Friendship Hospital,EG-580NW2,7G390K013,Promed,Ống soi dạ dày,,,,,Received,Đã Nhận,0.0,
FMSV2022120001,"FUJIFILM Vietnam Co., Ltd.",ER-530S2,2Y196K018,,Ống soi khí phế quản,,,,QC passed: 06-Dec. ,transfer table,Đã trả hàng (không sửa),10.0,2023-12-12
FMSV2023090016,"FUJIFILM Vietnam Co., Ltd.",EC-530WI3,1C642K347,,Ống soi đại tràng,,,,End: 10-Oct.,complete table,Đang giao hàng,7.0,
FMSV2023080004,Phu Tho General Hospital,EC-530WL3,KC643K011,,Ống soi đại tràng,,,2023-08-10,Part OK: 10-Oct. Approved: 10-Aug-23. Warranty Parts. ,complete table,Đang giao hàng,7.0,
FMSV2023080060,Phu Tho Town Hospital,EC-530WL3,JC643K003,,Ống soi đại tràng,,,2023-08-23,Part OK: 10-Oct. Approved: 24-Aug-23. ,complete table,Đang giao hàng,7.0,
FMSV2023080080,Bach Mai Hospital,EC-600WI,6C692K201,Trang Thi,Ống soi đại tràng,,,,End: 11-Oct.,complete table,Đang giao hàng,7.0,
FMSV2023100005,Buon Ma Thuot Medical University Hospital,EC-720R/I,3C741K158,,Ống soi đại tràng,2023-10-05,2023-10-05,,End: 10-Oct.,complete table,Đang giao hàng,7.0,
FMSV2023100009,Dong Thap Lung Hospital,EB-580S,5B089K095,,Ống soi khí phế quản,,,,QC passed: 12-Oct. ,complete table,Đang giao hàng,7.0,
FMSV2023100012,"FUJIFILM Vietnam Co., Ltd.",EG-590WR,2G348K409,,Ống soi dạ dày,,,,End: 13-Oct.,complete table,Đang giao hàng,7.0,
FMSV2023100019,245 Clinic - Dr.Cuong Clinic,EC-530WL3,JC643K006,,Ống soi đại tràng,,,,End: 13-Oct.,complete table,Đang giao hàng,7.0,
FMSV2023100020,"FUJIFILM Vietnam Co., Ltd.",EC-600WI,1C692K439,,Ống soi đại tràng,,,,Start: 14-Oct.,complete table,Đang giao hàng,7.0,
FMSV2023080049,245 Clinic - Dr.Cuong Clinic,EC-250WL5,1C309K108,,Ống soi đại tràng,2023-08-24,2023-08-24,,RU: 2023-10-07 22:38:09.284000. Old Stt: waiting confirm. ,complete table,Đang giao hàng,7.0,
FMSV2023090051,Bach Mai Hospital,EG-600WR,8G391K433,Trang Thi,Ống soi dạ dày,,,,End: 2023-10-04 17:32:31.809000.,complete table,Đang giao hàng,7.0,
FMSV2023090117,115 PEOPLE HOSPITAL,EC-600WI,1C692K648,Trang Thi,Ống soi đại tràng,,,,RU: 2023-10-07 22:58:38.812000. Old Stt: waiting confirm. FMSV2023040038,complete table,Đang giao hàng,7.0,
FMSV2023090160,Northwestern Nghe An Hospital,EC-530LP,4C657A022,,Ống soi đại tràng,,,,RU: 2023-10-06 20:37:19.801000. Old Stt: waiting confirm. FMSV2023070015,complete table,Đang giao hàng,7.0,
FMSV2023090174,ITO DONG NAI,EG-250WR5,3G202K019,ETC,Ống soi dạ dày,,,,PO112,complete table,Đang giao hàng,7.0,
FMSV2023100004,Heci Center,EG-760Z,2G403K048,,Ống soi dạ dày,,,,End: 2023-10-03 19:20:34.787000.,complete table,Đang giao hàng,7.0,
FMSV2023090032,Hanoi Medical University Hospital,EG-600WR,4G391K119,Trang Thi,Ống soi dạ dày,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090050,"FUJIFILM Vietnam Co., Ltd.",EG-760Z,1G403K314,,Ống soi dạ dày,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090053,Bach Mai Hospital,EG-600WR,KG391K535,Trang Thi,Ống soi dạ dày,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090055,"FUJIFILM Vietnam Co., Ltd.",VP-7000,2v644k259,,Bộ Xử lý,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090056,"FUJIFILM Vietnam Co., Ltd.",BL-7000,3S101K332,,Bộ nguồn sáng,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090057,FTYO - Loaner Asset,EC-760R-V/I,2C728K102,,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090058,"FUJIFILM Vietnam Co., Ltd.",EP-6000,1V696K004,,Bộ Xử lý,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090059,Hung Viet Cancer Hospital,EG-760Z,8G403K185,,Ống soi dạ dày,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090061,FTYO - Loaner Asset,EG-600WR,2G391K630,,Ống soi dạ dày,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090066,"FUJIFILM Vietnam Co., Ltd.",EG-760R,1G402K223,,Ống soi dạ dày,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090067,"FUJIFILM Vietnam Co., Ltd.",EC-720R/I,1C741K089,,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090122,Bac Giang Hospital,EC-530WL3,1C643K395,,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090125,Thai Nguyen General Hospital,EC-250WL5,3c309k028,,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090127,Bac Giang Hospital,EC-530WL3,1C643K899,,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090140,Thai Nguyen General Hospital,EC-250WL5,3C309K012,,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2023060046,Hoang Long Clinic,EG-600WR,1G391K985,Trang Thi,Ống soi dạ dày,,,,End: hoang.PO110,complete table,Đang giao hàng,7.0,
FMSV2023070057,MEKONG HIGH TECH JOINT STOCK COMPANY,EG-720R,5G412K189,,Ống soi dạ dày,,,,End: Nguyen Tuan Minh.Approved: 27-Jul-23. Warranty Parts. ,complete table,Đang giao hàng,7.0,
FMSV2023070078,Bac Giang Hospital,EG-600WR,9G391K076,,Ống soi dạ dày,,,,End: .,complete table,Đang giao hàng,7.0,
FMSV2023090006,Hoang Long Clinic,EG-760R,1G402K527,Trang Thi,Ống soi dạ dày,,,,End: .,complete table,Đang giao hàng,7.0,
FMSV2023090009,No. 91 Endoscopy-Gastrointestinal-GI Scaning Test Clinic,EC-760ZP-V/M,2C730K036,,Ống soi đại tràng,,,,QC passed: . RU: . Old Stt: Received. ,complete table,Đang giao hàng,7.0,
FMSV2023090010,FTYO - Loaner Asset,ED-530XT8,3D103L053,,Ống soi mật tụy,,,,End: .,complete table,Đang giao hàng,7.0,
FMSV2023090019,"FUJIFILM Vietnam Co., Ltd.",EC-600WL,1C692K147,,Ống soi đại tràng,,,,End: .,complete table,Đang giao hàng,7.0,
FMSV2023090023,Hoa Binh General Hospital,EC-720R/I,5C741K266,,Ống soi đại tràng,,,,End: .,complete table,Đang giao hàng,7.0,
FMSV2023090024,"FUJIFILM Vietnam Co., Ltd.",EC-600WI,1C692K249,,Ống soi đại tràng,,,,QC passed: . ,complete table,Đang giao hàng,7.0,
FMSV2023060042,Hoang Long Clinic,EG-760R,2G402K285,Trang Thi,Ống soi dạ dày,,,,PO110,complete table,Đang giao hàng,7.0,
FMSV2023070059,Hanoi Medical University Hospital,EC-600WI,5C692K024,Trang Thi,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2023080019,Bach Mai Hospital,EC-590WL4,1C666K567,Trang Thi,Ống soi đại tràng,,,,FOC,complete table,Đang giao hàng,7.0,
FMSV2023080025,Hanoi Medical University Hospital,EC-600WI,5C692K031,Trang Thi,Ống soi đại tràng,,,,FOC,complete table,Đang giao hàng,7.0,
FMSV2023080099,"FUJIFILM Vietnam Co., Ltd.",EC-600WI,7C692K181,,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090008,Hanoi Medical University Hospital,VP-4450HD,3V567K003,Trang Thi,Bộ Xử lý,,,,,complete table,Đang giao hàng,7.0,
FMSV2023070068,"FUJIFILM Vietnam Co., Ltd.",EC-201WI,RC328A035,,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2023080035,Hanoi Medical University Hospital,EC-600WI,7C692K031,Trang Thi,Ống soi đại tràng,,,,Approved: 30-Aug-23. FOC,complete table,Đang giao hàng,7.0,
FMSV2023080059,No. 91 Endoscopy-Gastrointestinal-GI Scaning Test Clinic,EC-760ZP-V/M,5C730K017,,Ống soi đại tràng,2023-08-23,2023-08-23,,1. Send quotation to dealer,complete table,Đang giao hàng,7.0,
FMSV2023080067,Hanoi Medical University Hospital,EG-600WR,7G391K087,Trang Thi,Ống soi dạ dày,,,,,complete table,Đang giao hàng,7.0,
FMSV2023080073,Bach Mai Hospital,EG-600WR,8G391K370,Trang Thi,Ống soi dạ dày,,,,Start: 25-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080077,Bach Mai Hospital,EC-600WI,6C692K197,Trang Thi,Ống soi đại tràng,,,,Start: 30-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080089,Bac Giang Hospital,EC-760R-V/I,7C728K102,,Ống soi đại tràng,,,,Start: 31-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080090,Tay Nguyen University,EC-530WL3,1C643K392,ETC,Ống soi đại tràng,,,,Start: 30-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080092,Hoang Long Clinic,EG-760Z,1G403K144,Trang Thi,Ống soi dạ dày,,,,,complete table,Đang giao hàng,7.0,
FMSV2023080093,Hoang Long Clinic,EG-760R,1G402K295,Trang Thi,Ống soi dạ dày,,,,Start: .,complete table,Đang giao hàng,7.0,
FMSV2023080098,HCAP asset,EC-600WI,1C692K655,,Ống soi đại tràng,,,,Start: 31-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023020050,Hanoi Medical University Hospital,EC-600WI,1C692K487,Trang Thi,Ống soi đại tràng,2023-02-27,2023-02-27,2023-02-27,Confirmed: 27-Feb. ,complete table,Đang giao hàng,7.0,
FMSV2023080031,"FUJIFILM Vietnam Co., Ltd.",ED-580XT,3D127K095,,Ống soi mật tụy,,,,QC passed: 22-Aug. ,complete table,Đang giao hàng,7.0,
FMSV2023080036,"FUJIFILM Vietnam Co., Ltd.",EG-760R,6G402K254,,Ống soi dạ dày,,,,End: 18-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080043,Dong Thap General Hospital,EG-530WR,7G361K163,,Ống soi dạ dày,,,,End: 22-Aug.Approved: 18-Aug-23. Warranty Parts. ,complete table,Đang giao hàng,7.0,
FMSV2023080044,Dong Thap General Hospital,EG-530WR,7G361K162,,Ống soi dạ dày,,,,End: 18-Aug.Start: 18-Aug.Start: 15-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080048,"FUJIFILM Vietnam Co., Ltd.",EB-580T,3B090K027,,Ống soi khí phế quản,,,,QC passed: 22-Aug. ,complete table,Đang giao hàng,7.0,
FMSV2023080054,"FUJIFILM Vietnam Co., Ltd.",EC-760R-V/I,6C728K116,,Ống soi đại tràng,,,,End: 23-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080065,Hanoi Medical University Hospital,EG-600WR,2G391K088,Trang Thi,Ống soi dạ dày,,,,Start: 22-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080066,Hanoi Medical University Hospital,EG-600WR,2G391K086,Trang Thi,Ống soi dạ dày,,,,End: 22-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080072,"FUJIFILM Vietnam Co., Ltd.",EC-760R-V/I,1C728K438,,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2023080086,Hung Viet Cancer Hospital,EG-760Z,8G403K185,,Ống soi dạ dày,,,,Start: 23-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023060066,"FUJIFILM Vietnam Co., Ltd.",EG-760R,2G402K099,,Ống soi dạ dày,,,,Start: 10-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080005,Phu Tho General Hospital,EC-530WL3,JC643K007,,Ống soi đại tràng,,,,End: 16-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080009,Thai Binh Hospital,EC-530WL3,KC643K088,Promed,Ống soi đại tràng,,,,End: 16-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080037,FTYO - Loaner Asset,ED-530XT8,3D103L052,,Ống soi mật tụy,,,,,complete table,Đang giao hàng,7.0,
FMSV2023080040,Friendship Hospital,EC-600WI,1C692K178,,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2023080046,"FUJIFILM Vietnam Co., Ltd.",EC-760ZP-V/M,2C730K026,,Ống soi đại tràng,,,,End: 18-Aug.Start: 15-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080047,"FUJIFILM Vietnam Co., Ltd.",EG-760R,KG402K089,,Ống soi dạ dày,,,,End: 18-Aug.Start: 15-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080013,Bac Giang Hospital,EG-530WR,2G361K552,,Ống soi dạ dày,,,,Start: 04-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080027,Hanoi Medical University Hospital,EG-600WR,2G391K036,Trang Thi,Ống soi dạ dày,,,,End: 10-Aug.Start: 09-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080029,"FUJIFILM Vietnam Co., Ltd.",EG-740N,1G399K079,,Ống soi dạ dày,,,,End: 10-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080030,"FUJIFILM Vietnam Co., Ltd.",EG-760R,8G402K627,,Ống soi dạ dày,,,,End: 14-Aug.Start: 10-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080034,Hanoi Medical University Hospital,EG-600WR,9G391K110,Trang Thi,Ống soi dạ dày,,,,End: 10-Aug.Start: 10-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080041,Dong Thap General Hospital,EG-530WR,7G361K177,,Ống soi dạ dày,,,,End: 11-Aug.Start: 11-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080081,FTYO - Loaner Asset,XL-4450,1S094K191,,Bộ nguồn sáng,,,,RU: . Old Stt: LP/waiting approved. ,complete table,Đang giao hàng,7.0,
FMSV2023080010,Friendship Hospital,VP-4450HD,1V567K516,,Bộ Xử lý,,,,End: 04-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023040043,"FUJIFILM Vietnam Co., Ltd.",ED-580XT,2D127K107,,Ống soi mật tụy,,,,Start: 27-Jul.PO#108,complete table,Đang giao hàng,7.0,
FMSV2023040021,Lam Hoa Private Hospital,EC-530WL3,JC643K004,,Ống soi đại tràng,,,,Part OK: 03-Jul. ,complete table,Đang giao hàng,7.0,
FMSV2023070002,Hanoi Medical University Hospital,EC-600WI,1C692K517,Trang Thi,Ống soi đại tràng,,,,Start: .,complete table,Đang giao hàng,7.0,
FMSV2023070007,National Lung Hospital,EB-530T,1B084K400,,Ống soi khí phế quản,,,,End: 06-Jul.,complete table,Đang giao hàng,7.0,
FMSV2023030078,Bach Mai Hospital,EC-600WI,6C692K196,Trang Thi,Ống soi đại tràng,2023-04-06,2023-04-06,,End: 30-Jun.2. dealer sending price to hospital,complete table,Đang giao hàng,7.0,
FMSV2023060057,"FUJIFILM Vietnam Co., Ltd.",EC-760R-V/I,2C728K079,,Ống soi đại tràng,,,,End: 30-Jun.,complete table,Đang giao hàng,7.0,
FMSV2023060070,Can Tho Stroke International Service General Hospital,EG-600WR,2G391K642,ETC,Ống soi dạ dày,,,,End: 30-Jun.,complete table,Đang giao hàng,7.0,
FMSV2023060019,"FUJIFILM Vietnam Co., Ltd.",EC-600WI,1C692K249,,Ống soi đại tràng,,,,End: 14-Jun.Start: .,complete table,Đang giao hàng,7.0,
FMSV2023030019,HOA BINH GENERAL HOSPITAL,EG-600WR,8G391K040,,Ống soi dạ dày,,,,End: 2023-04-19 15:56:37.452000.Start: 30-Mar.,complete table,Đang giao hàng,7.0,
FMSV2023050007,Nghe An Friendship General Hospital,EC-530WL3,1C643K944,Promed,Ống soi đại tràng,,,,End: 23-May.Start: .,complete table,Đang giao hàng,7.0,
FMSV2023040001,NGHE AN MEDICAL EQUIPMENT & PHARMACEUTICAL JOINT STOCK COMPANY,EG-250WR5,3G202K087,,Ống soi dạ dày,2023-04-10,2023-04-10,,End: 24-Apr.1. Less than 4 weeks after giving the quotation,complete table,Đang giao hàng,7.0,
FMSV2023030062,Hanoi Medical University Hospital,EG-600WR,7G391K100,Trang Thi,Ống soi dạ dày,,,,End: 19-Apr.,complete table,Đang giao hàng,7.0,
FMSV2023040011,Hanoi Medical University Hospital,EG-600WR,2G391K044,Trang Thi,Ống soi dạ dày,,,,End: 21-Apr.Start: 14-Apr.,complete table,Đang giao hàng,7.0,
FMSV2023040008,Hanoi Medical University Hospital,EC-600WI,1C692K868,Trang Thi,Ống soi đại tràng,,,,End: 14-Apr.Start: 12-Apr.,complete table,Đang giao hàng,7.0,
FMSV2023010021,"FUJIFILM Vietnam Co., Ltd.",VP-3500,1V609K145,,Bộ Xử lý,,,,End: 14-Apr.Approved: 13-Jan-23. ,complete table,Đang giao hàng,7.0,
FMSV2023030080,Vietnam-Sweden Uong Bi Hospital,EG-250WR5,3G202K013,Promed,Ống soi dạ dày,,,,End: 07-Apr.Start: 31-Mar.,complete table,Đang giao hàng,7.0,
FMSV2023030063,Hanoi Medical University Hospital,EG-600WR,4G391K037,Trang Thi,Ống soi dạ dày,,,,End: 07-Apr.Start: 05-Apr.,complete table,Đang giao hàng,7.0,
FMSV2023020019,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023020022,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023020034,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023030008,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023030009,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023030075,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023040004,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023060027,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023060042,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023060043,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023060045,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023060046,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023070046,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023080003,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023080060,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023080063,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090006,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090016,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090034,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090040,,,,,,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090043,,,,,,,,,,complete table,Đang giao hàng,7.0,
