rma_id,customer,model,sn,dealer,type_s,tr_date,quotation_date,confirm_date,repair_note,status,p_status,p_score,return_date
FMSV2023090019,"FUJIFILM Vietnam Co., Ltd.",EC-600WL,1C692K147,,Ống soi đại tràng,,,,End: .,complete table,Đang giao hàng,7.0,
FMSV2023090023,Hoa Binh General Hospital,EC-720R/I,5C741K266,,Ống soi đại tràng,,,,End: .,complete table,Đang giao hàng,7.0,
FMSV2023090024,"FUJIFILM Vietnam Co., Ltd.",EC-600WI,1C692K249,,Ống soi đại tràng,,,,QC passed: . ,complete table,Đang giao hàng,7.0,
FMSV2023060042,Hoang Long Clinic,EG-760R,2G402K285,Trang Thi,Ống soi dạ dày,,,,PO110,complete table,Đang giao hàng,7.0,
FMSV2023070059,Hanoi Medical University Hospital,EC-600WI,5C692K024,Trang Thi,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2023080019,Bach Mai Hospital,EC-590WL4,1C666K567,Trang Thi,Ống soi đại tràng,,,,FOC,complete table,Đang giao hàng,7.0,
FMSV2023080025,Hanoi Medical University Hospital,EC-600WI,5C692K031,Trang Thi,Ống soi đại tràng,,,,FOC,complete table,Đang giao hàng,7.0,
FMSV2023080099,"FUJIFILM Vietnam Co., Ltd.",EC-600WI,7C692K181,,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2023090008,Hanoi Medical University Hospital,VP-4450HD,3V567K003,Trang Thi,Bộ Xử lý,,,,,complete table,Đang giao hàng,7.0,
FMSV2023070068,"FUJIFILM Vietnam Co., Ltd.",EC-201WI,RC328A035,,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2023080035,Hanoi Medical University Hospital,EC-600WI,7C692K031,Trang Thi,Ống soi đại tràng,,,,Approved: 30-Aug-23. FOC,complete table,Đang giao hàng,7.0,
FMSV2023080059,No. 91 Endoscopy-Gastrointestinal-GI Scaning Test Clinic,EC-760ZP-V/M,5C730K017,,Ống soi đại tràng,2023-08-23,2023-08-23,,1. Send quotation to dealer,complete table,Đang giao hàng,7.0,
FMSV2023080067,Hanoi Medical University Hospital,EG-600WR,7G391K087,Trang Thi,Ống soi dạ dày,,,,,complete table,Đang giao hàng,7.0,
FMSV2023080073,Bach Mai Hospital,EG-600WR,8G391K370,Trang Thi,Ống soi dạ dày,,,,Start: 25-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080077,Bach Mai Hospital,EC-600WI,6C692K197,Trang Thi,Ống soi đại tràng,,,,Start: 30-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080089,Bac Giang Hospital,EC-760R-V/I,7C728K102,,Ống soi đại tràng,,,,Start: 31-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080090,Tay Nguyen University,EC-530WL3,1C643K392,ETC,Ống soi đại tràng,,,,Start: 30-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080092,Hoang Long Clinic,EG-760Z,1G403K144,Trang Thi,Ống soi dạ dày,,,,,complete table,Đang giao hàng,7.0,
FMSV2023080093,Hoang Long Clinic,EG-760R,1G402K295,Trang Thi,Ống soi dạ dày,,,,Start: .,complete table,Đang giao hàng,7.0,
FMSV2023080098,HCAP asset,EC-600WI,1C692K655,,Ống soi đại tràng,,,,Start: 31-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023020050,Hanoi Medical University Hospital,EC-600WI,1C692K487,Trang Thi,Ống soi đại tràng,2023-02-27,2023-02-27,2023-02-27,Confirmed: 27-Feb. ,complete table,Đang giao hàng,7.0,
FMSV2023080031,"FUJIFILM Vietnam Co., Ltd.",ED-580XT,3D127K095,,Ống soi mật tụy,,,,QC passed: 22-Aug. ,complete table,Đang giao hàng,7.0,
FMSV2023080036,"FUJIFILM Vietnam Co., Ltd.",EG-760R,6G402K254,,Ống soi dạ dày,,,,End: 18-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080043,Dong Thap General Hospital,EG-530WR,7G361K163,,Ống soi dạ dày,,,,End: 22-Aug.Approved: 18-Aug-23. Warranty Parts. ,complete table,Đang giao hàng,7.0,
FMSV2023080044,Dong Thap General Hospital,EG-530WR,7G361K162,,Ống soi dạ dày,,,,End: 18-Aug.Start: 18-Aug.Start: 15-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080048,"FUJIFILM Vietnam Co., Ltd.",EB-580T,3B090K027,,Ống soi khí phế quản,,,,QC passed: 22-Aug. ,complete table,Đang giao hàng,7.0,
FMSV2023080054,"FUJIFILM Vietnam Co., Ltd.",EC-760R-V/I,6C728K116,,Ống soi đại tràng,,,,End: 23-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080065,Hanoi Medical University Hospital,EG-600WR,2G391K088,Trang Thi,Ống soi dạ dày,,,,Start: 22-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080066,Hanoi Medical University Hospital,EG-600WR,2G391K086,Trang Thi,Ống soi dạ dày,,,,End: 22-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080072,"FUJIFILM Vietnam Co., Ltd.",EC-760R-V/I,1C728K438,,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2023080086,Hung Viet Cancer Hospital,EG-760Z,8G403K185,,Ống soi dạ dày,,,,Start: 23-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023060066,"FUJIFILM Vietnam Co., Ltd.",EG-760R,2G402K099,,Ống soi dạ dày,,,,Start: 10-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080005,Phu Tho General Hospital,EC-530WL3,JC643K007,,Ống soi đại tràng,,,,End: 16-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080009,Thai Binh Hospital,EC-530WL3,KC643K088,Promed,Ống soi đại tràng,,,,End: 16-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080037,FTYO - Loaner Asset,ED-530XT8,3D103L052,,Ống soi mật tụy,,,,,complete table,Đang giao hàng,7.0,
FMSV2023080040,Friendship Hospital,EC-600WI,1C692K178,,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2023080046,"FUJIFILM Vietnam Co., Ltd.",EC-760ZP-V/M,2C730K026,,Ống soi đại tràng,,,,End: 18-Aug.Start: 15-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080047,"FUJIFILM Vietnam Co., Ltd.",EG-760R,KG402K089,,Ống soi dạ dày,,,,End: 18-Aug.Start: 15-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080013,Bac Giang Hospital,EG-530WR,2G361K552,,Ống soi dạ dày,,,,Start: 04-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080027,Hanoi Medical University Hospital,EG-600WR,2G391K036,Trang Thi,Ống soi dạ dày,,,,End: 10-Aug.Start: 09-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080029,"FUJIFILM Vietnam Co., Ltd.",EG-740N,1G399K079,,Ống soi dạ dày,,,,End: 10-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080030,"FUJIFILM Vietnam Co., Ltd.",EG-760R,8G402K627,,Ống soi dạ dày,,,,End: 14-Aug.Start: 10-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080034,Hanoi Medical University Hospital,EG-600WR,9G391K110,Trang Thi,Ống soi dạ dày,,,,End: 10-Aug.Start: 10-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023080041,Dong Thap General Hospital,EG-530WR,7G361K177,,Ống soi dạ dày,,,,End: 11-Aug.Start: 11-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023070055,Vietnam-Sweden Uong Bi Hospital,EG-530FP,2G374K400,Promed,Ống soi dạ dày,,,,Approved: 27-Jul-23. Warranty Parts. ,complete table,Đang giao hàng,7.0,
FMSV2023080010,Friendship Hospital,VP-4450HD,1V567K516,,Bộ Xử lý,,,,End: 04-Aug.,complete table,Đang giao hàng,7.0,
FMSV2023040043,"FUJIFILM Vietnam Co., Ltd.",ED-580XT,2D127K107,,Ống soi mật tụy,,,,Start: 27-Jul.PO#108,complete table,Đang giao hàng,7.0,
FMSV2023040021,Lam Hoa Private Hospital,EC-530WL3,JC643K004,,Ống soi đại tràng,,,,Part OK: 03-Jul. ,complete table,Đang giao hàng,7.0,
FMSV2023070002,Hanoi Medical University Hospital,EC-600WI,1C692K517,Trang Thi,Ống soi đại tràng,,,,Start: .,complete table,Đang giao hàng,7.0,
FMSV2023070007,National Lung Hospital,EB-530T,1B084K400,,Ống soi khí phế quản,,,,End: 06-Jul.,complete table,Đang giao hàng,7.0,
FMSV2023030078,Bach Mai Hospital,EC-600WI,6C692K196,Trang Thi,Ống soi đại tràng,2023-04-06,2023-04-06,,End: 30-Jun.2. dealer sending price to hospital,complete table,Đang giao hàng,7.0,
FMSV2023060057,"FUJIFILM Vietnam Co., Ltd.",EC-760R-V/I,2C728K079,,Ống soi đại tràng,,,,End: 30-Jun.,complete table,Đang giao hàng,7.0,
FMSV2023060070,Can Tho Stroke International Service General Hospital,EG-600WR,2G391K642,ETC,Ống soi dạ dày,,,,End: 30-Jun.,complete table,Đang giao hàng,7.0,
FMSV2023060019,"FUJIFILM Vietnam Co., Ltd.",EC-600WI,1C692K249,,Ống soi đại tràng,,,,End: 14-Jun.Start: .,complete table,Đang giao hàng,7.0,
FMSV2023030019,HOA BINH GENERAL HOSPITAL,EG-600WR,8G391K040,,Ống soi dạ dày,,,,End: 2023-04-19 15:56:37.452000.Start: 30-Mar.,complete table,Đang giao hàng,7.0,
FMSV2023050007,Nghe An Friendship General Hospital,EC-530WL3,1C643K944,Promed,Ống soi đại tràng,,,,End: 23-May.Start: .,complete table,Đang giao hàng,7.0,
FMSV2023040001,NGHE AN MEDICAL EQUIPMENT & PHARMACEUTICAL JOINT STOCK COMPANY,EG-250WR5,3G202K087,,Ống soi dạ dày,2023-04-10,2023-04-10,,End: 24-Apr.1. Less than 4 weeks after giving the quotation,complete table,Đang giao hàng,7.0,
FMSV2023030062,Hanoi Medical University Hospital,EG-600WR,7G391K100,Trang Thi,Ống soi dạ dày,,,,End: 19-Apr.,complete table,Đang giao hàng,7.0,
FMSV2023040011,Hanoi Medical University Hospital,EG-600WR,2G391K044,Trang Thi,Ống soi dạ dày,,,,End: 21-Apr.Start: 14-Apr.,complete table,Đang giao hàng,7.0,
FMSV2023040008,Hanoi Medical University Hospital,EC-600WI,1C692K868,Trang Thi,Ống soi đại tràng,,,,End: 14-Apr.Start: 12-Apr.,complete table,Đang giao hàng,7.0,
FMSV2023010021,"FUJIFILM Vietnam Co., Ltd.",VP-3500,1V609K145,,Bộ Xử lý,,,,End: 14-Apr.Approved: 13-Jan-23. ,complete table,Đang giao hàng,7.0,
FMSV2023030080,Vietnam-Sweden Uong Bi Hospital,EG-250WR5,3G202K013,Promed,Ống soi dạ dày,,,,End: 07-Apr.Start: 31-Mar.,complete table,Đang giao hàng,7.0,
FMSV2023030063,Hanoi Medical University Hospital,EG-600WR,4G391K037,Trang Thi,Ống soi dạ dày,,,,End: 07-Apr.Start: 05-Apr.,complete table,Đang giao hàng,7.0,
FMSV2023020063,Bach Mai Hospital,EG-600WR,7G391K346,Trang Thi,Ống soi dạ dày,,,,,complete table,Đang giao hàng,7.0,
FMSV2023010043,"FUJIFILM Vietnam Co., Ltd.",EG-760R,1G402K223,,Ống soi dạ dày,,,,,complete table,Đang giao hàng,7.0,
FMSV2023020001,"FUJIFILM Vietnam Co., Ltd.",EG-600WR,9G391K367,,Ống soi dạ dày,,,,,complete table,Đang giao hàng,7.0,
FMSV2023010019,"FUJIFILM Vietnam Co., Ltd.",EC-530FI,1C653K496,,Ống soi đại tràng,,,,End: .,complete table,Đang giao hàng,7.0,
FMSV2022120094,Ha Dong General Hospital,EC-530WI3,4C642K022,,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2022120093,Ha Dong General Hospital,EG-600WR,5G391K026,,Ống soi dạ dày,,,,,complete table,Đang giao hàng,7.0,
FMSV2022120089,"FUJIFILM Vietnam Co., Ltd.",EC-590WI,4C607A015,,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2022120056,"FUJIFILM Vietnam Co., Ltd.",EC-760R-V/I,4C728K103,,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2022120083,"FUJIFILM Vietnam Co., Ltd.",EC-600WL,1C692K147,,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2022120091,Nghe An Friendship General Hospital,VP-3500,2V609K074,Promed,Bộ Xử lý,,,,,complete table,Đang giao hàng,7.0,
FMSV2022120097,Hanoi Medical University Hospital,EC-600WI,6C692K090,Trang Thi,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2022120099,Hanoi Medical University Hospital,EG-600WR,9G391K103,Trang Thi,Ống soi dạ dày,,,,,complete table,Đang giao hàng,7.0,
FMSV2022120104,MINH DUC HOSPITAL,VP-7000,6V644K271,,Bộ Xử lý,,,,End: 28-Dec.,complete table,Hoàn tất giao hàng,8.0,2023-12-31
FMSV2022120074,NGHIA HUNG HOSPITAL,EPX-2500(230V),1V564K426,,Bộ Xử lý,,,,End: 29-Dec.Start: 22-Dec.,complete table,Hoàn tất giao hàng,8.0,2023-12-31
FMSV2022120101,Nghe An Friendship General Hospital,VP-3500,2V609K076,Promed,Bộ Xử lý,,,,,complete table,Đang giao hàng,7.0,
FMSV2022120075,Hanoi Medical University Hospital,EG-600WR,9G391K099,Trang Thi,Ống soi dạ dày,,,,,complete table,Đang giao hàng,7.0,
FMSV2022120046,Bach Mai Hospital,JW-2,RW599A470,Trang Thi,Phụ kiện,,,,,complete table,Đang giao hàng,7.0,
FMSV2022120007,DONG HUNG HOSPITAL,EB-530S,2B083K071,,Ống soi khí phế quản,2022-12-14,2022-12-14,2022-12-26,,complete table,Đang giao hàng,7.0,
FMSV2022100005,"FUJIFILM Vietnam Co., Ltd.",EC-530FI,1C653K505,,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2022120021,"FUJIFILM Vietnam Co., Ltd.",XL-4450,1S094A418,,Bộ nguồn sáng,,,,,complete table,Đang giao hàng,7.0,
FMSV2022110012,HUE Central Hospital,SU-1-H,1V618K049,ETC,Bộ Xử lý,,,,,complete table,Đang giao hàng,7.0,
FMSV2022100064,Bach Mai Hospital,EG-600WR,8G391K377,Trang Thi,Ống soi dạ dày,,,2022-10-24,,complete table,Đang giao hàng,7.0,
FMSV2022100038,"FUJIFILM Vietnam Co., Ltd.",EC-720R/I,1C741K089,,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2022100037,"FUJIFILM Vietnam Co., Ltd.",EG-720R,JG402K330,,Ống soi dạ dày,,,,,complete table,Đang giao hàng,7.0,
FMSV2022100031,"FUJIFILM Vietnam Co., Ltd.",EB-530S,1B083K115,,Ống soi khí phế quản,,,,,complete table,Đang giao hàng,7.0,
FMSV2022080007,Vinmec Times City International Hospital,EC-760ZP-V/L,4C731K032,,Ống soi đại tràng,2022-08-12,2022-08-12,,End: 07-Oct.2. dealer sending price to hospital,complete table,Đang giao hàng,7.0,
FMSV2022090025,"FUJIFILM Vietnam Co., Ltd.",EG-600WR,1G391K928,,Ống soi dạ dày,,,,End: 15-Sep.Start: 15-Sep.,complete table,Đang giao hàng,7.0,
FMSV2022080014,"FUJIFILM Vietnam Co., Ltd.",EG-740N,2g399k001,,Ống soi dạ dày,,,,,complete table,Đang giao hàng,7.0,
FMSV2022070047,Hanoi Medical University Hospital,EC-600WI,1C692K593,Trang Thi,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2022070046,Hanoi Medical University Hospital,EC-600WI,5C692K029,Trang Thi,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2022070040,Hanoi Medical University Hospital,EG-600WR,7G391K086,Trang Thi,Ống soi dạ dày,,,,,complete table,Đang giao hàng,7.0,
FMSV2022070027,Hanoi Medical University Hospital,EC-600WI,1C692K468,Trang Thi,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2022070037,Hanoi Medical University Hospital,EG-600WR,5G391K027,Trang Thi,Ống soi dạ dày,,,,,complete table,Đang giao hàng,7.0,
FMSV2022070008,Hanoi Medical University Hospital,EG-600WR,7G391K104,Trang Thi,Ống soi dạ dày,,,,,complete table,Đang giao hàng,7.0,
FMSV2022060056,Hanoi Medical University Hospital,EG-600WR,2G391K085,Trang Thi,Ống soi dạ dày,,,,,complete table,Đang giao hàng,7.0,
FMSV2022060072,Hanoi Medical University Hospital,EC-600WI,1C692K733,Trang Thi,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
FMSV2022060029,Hanoi Medical University Hospital,EC-600WI,3C692K098,Trang Thi,Ống soi đại tràng,2022-06-16,2022-06-16,,1. Less than 4 weeks after giving the quotation,complete table,Đang giao hàng,7.0,
FMSV2022050018,Mediplus Clinic - Ha Noi,EC-760ZP-V/M,5C730K016,,Ống soi đại tràng,,,,,complete table,Đang giao hàng,7.0,
